Review number	Language	Hotel	Hotel stars	Hotel city	Hotel country	Reviewer	Reviewer location	Reviewer type	Positive	Negative	Rating
477	nl	grandhoteldechampagne	3	Parijs	fr	Anoniem	, Rusland	Gezin met jonge kinderen	\n\xd0\xbc\xd0\xb5\xd1\x81\xd1\x82\xd0\xbe\xd1\x80\xd0\xb0\xd1\x81\xd0\xbf\xd0\xbe\xd0\xbb\xd0\xbe\xd0\xb6\xd0\xb5\xd0\xbd\xd0\xb8\xd0\xb5\n	\n\xd1\x81\xd0\xbf\xd0\xb8\xd1\x81\xd0\xb0\xd0\xbb\xd0\xb8 \xd0\xb4\xd0\xb5\xd0\xbd\xd0\xb5\xd0\xb3 \xd1\x81 \xd0\xba\xd0\xb0\xd1\x80\xd1\x82\xd1\x8b, \xd0\xb2\xd0\xbc\xd0\xb5\xd1\x81\xd1\x82\xd0\xbe \xd0\xb4\xd0\xb5\xd0\xbf\xd0\xbe\xd0\xbd\xd0\xb8\xd1\x80\xd0\xbe\xd0\xb2\xd0\xb0\xd0\xbd\xd0\xb8\xd1\x8f, \xd0\xba\xd0\xbe\xd1\x82\xd0\xbe\xd1\x80\xd1\x8b\xd0\xb5 \xd0\xbf\xd0\xbe\xd1\x82\xd0\xbe\xd0\xbc \xd0\xb8\xd1\x81\xd1\x87\xd0\xb5\xd0\xb7\xd0\xbb\xd0\xb8 \xd0\xb8 \xd0\xb8\xd1\x85\n\xd0\xbd\xd0\xb5 \xd0\xb2\xd0\xb5\xd1\x80\xd0\xbd\xd1\x83\xd0\xbb\xd0\xb8. \xd0\xbf\xd0\xbe\xd1\x81\xd0\xb5\xd0\xbb\xd0\xb8\xd0\xbb\xd0\xb8 \xd0\xb2 \xd1\x82\xd0\xb5\xd0\xbc\xd0\xbd\xd1\x8b\xd0\xb9, \xd0\xbe\xd1\x82\xd0\xb2\xd1\x80\xd0\xb0\xd1\x82\xd0\xb8\xd1\x82\xd0\xb5\xd0\xbb\xd1\x8c\xd0\xbd\xd1\x8b\xd0\xb9 \xd1\x82\xd1\x80\xd0\xb5\xd1\x85\xd0\xbc\xd0\xb5\xd1\x81\xd1\x82\xd0\xbd\xd1\x8b\xd0\xb9 \xd0\xbd\xd0\xbe\xd0\xbc\xd0\xb5\xd1\x80 \xd1\x81\n\xd0\xb7\xd0\xb0\xd0\xbf\xd0\xb0\xd1\x85\xd0\xbe\xd0\xbc \xd0\xbc\xd1\x83\xd1\x81\xd0\xbe\xd1\x80\xd0\xbe\xd0\xbf\xd1\x80\xd0\xbe\xd0\xb2\xd0\xbe\xd0\xb4\xd0\xb0. \xd0\xb0 \xd0\xba\xd0\xbe\xd0\xb3\xd0\xb4\xd0\xb0 \xd0\xbc\xd1\x8b \xd0\xb2\xd1\x8b\xd1\x81\xd0\xb5\xd0\xbb\xd0\xb8\xd0\xbb\xd0\xb8\xd1\x81\xd1\x8c \xd1\x87\xd0\xb5\xd1\x80\xd0\xb5\xd0\xb7 \xd1\x81\xd1\x83\xd1\x82\xd0\xba\xd0\xb8, \xd1\x81\xd0\xbf\xd0\xb8\xd1\x81\xd0\xb0\xd0\xbb\xd0\xb8 \xd0\xb5\xd1\x89\xd0\xb5\n\xd1\x88\xd1\x82\xd1\x80\xd0\xb0\xd1\x84\xd1\x8b. \xd0\xbe\xd1\x82\xd0\xb2\xd1\x80\xd0\xb0\xd1\x82\xd0\xb8\xd1\x82\xd0\xb5\xd0\xbb\xd1\x8c\xd0\xbd\xd1\x8b\xd0\xb9 \xd1\x85\xd0\xb0\xd0\xbc\xd1\x81\xd0\xba\xd0\xb8\xd0\xb9 \xd0\xbf\xd0\xb5\xd1\x80\xd1\x81\xd0\xbe\xd0\xbd\xd0\xb0\xd0\xbb. \xd0\xba\xd0\xbe\xd1\x80\xd0\xbe\xd1\x87\xd0\xb5 \xd0\xbf\xd0\xbe\xd0\xbf\xd0\xb0\xd0\xbb\xd0\xb8 \xd0\xb2 \xd0\xbe\xd0\xb1\xd1\x89\xd0\xb5\xd0\xb9 \xd1\x81\xd0\xbb\xd0\xbe\xd0\xb6\xd0\xbd\xd0\xbe\xd1\x81\xd1\x82\xd0\xb8\n\xd0\xbd\xd0\xb0 700 \xd0\xb5\xd0\xb2\xd1\x80\xd0\xbe \xd0\xbd\xd0\xb0 \xd1\x80\xd0\xbe\xd0\xb2\xd0\xbd\xd0\xbe\xd0\xbc \xd0\xbc\xd0\xb5\xd1\x81\xd1\x82\xd0\xb5. \xd0\xbe\xd1\x82\xd0\xb5\xd0\xbb\xd1\x8c- \xd0\xbf\xd0\xbe\xd0\xbb\xd0\xbd\xd1\x8b\xd0\xb9 \xd0\xbe\xd1\x82\xd1\x81\xd1\x82\xd0\xbe\xd0\xb9. \xd0\xbd\xd0\xb5 \xd1\x80\xd0\xb5\xd0\xba\xd0\xbe\xd0\xbc\xd0\xb5\xd0\xbd\xd0\xb4\xd1\x83\xd0\xb5\xd0\xbc.\n	3.3
478	nl	grandhoteldechampagne	3	Parijs	fr	Anoniem	, Verenigde Staten	Gezin met oudere kinderen	\nWalking distance to Notre Dame and the Louvre.\n	\nRooms way too small. The picture shown is deceptive. Bar few doors down\nresulted in night noise. Rip off with the taxi driver who was called for\nus by the staff.Breakfast expensive.\n	4.2
488	nl	grandhoteldechampagne	3	Parijs	fr	Anoniem	, Verenigde Staten	Individuele reiziger	\nThe staff, the location to museums, everything.  It&#39;s a small comfortable hotel, at a very reasonable price.\n	\nThe decor in my room is a bit dated. I was in the back of the hotel. The room was a little dark and the decor seemed to make it darker. Maybe replace the old rug.\n	10.0
504	nl	grandhoteldechampagne	3	Parijs	fr	Anoniem	, Itali\xc3\xab	Gezin met jonge kinderen	\nLa posizione\n	\nPersonale poco disponibile. Pulizie alle 15 del pomeriggio, abbiamo\ndovuto lasciare la camera ed eravamo stati fuori tutta la mattinata fino\nalle 14. Neanche il frigobar in camera. Bagno senza finestra. In totale\nin una tripla due finestre con visuale su due muri\n	3.8
19	nl	des-coma-c-dies	3	Parijs	fr	Victor	Pulle, Belgi\xc3\xab	Ouder stel	\nGeweldig hotel, voor herhaling vatbaar.Zeer vriendelijk personeel.\rEnkel het ontbijt op zondag on 10 u reeds geen brood meer en van de rest was er ook niet veel meer Voor ons maakt dit deel uit van een gezellig WE weg. De gezelligheid was ver te zoeken, het ontbijt kon niet vlug genoeg afgehaspelt. Verder alles prima hoor.\n	None	10.0
22	nl	des-coma-c-dies	3	Parijs	fr	Krista	zele, Belgi\xc3\xab	Ouder stel	\nHet is een heel knus en mooi hotel, ze zijn er super vriendelijk en behulpzaam, het ontbijt heel lekker en mooie keuze, goed gelegen aan grand boulevards, metro en parking, een echte aanrader.\n	\ngeen tegenvallers over dit hotel!!\n	10.0
38	nl	des-coma-c-dies	3	Parijs	fr	Bert	Eelde, Nederland	Gezin met oudere kinderen	\nModern, schoon en relaxed hotel met vriendelijk personeel, mooie kamer, ruime douche (begane grond kamer: douche ook geschikt voor minder-validen), goed bed en fijne ruimte voor het prima ontbijt. Daarnaast op loopafstand van station Noord (Gare du Nord). Kortom: een aanrader.\n	\nEuro 13 p.p. voor het ontbijt is prijzig!\n	10.0
44	nl	des-coma-c-dies	3	Parijs	fr	Jayne	Cranbrook, Canada	Ouder stel	\nThe room was beautiful, clean and quite spacious. Very comfortable bed\nand nice bathroom with tub and shower. The breakfast is good with plenty\nof variety. The staff could not have been more helpful and spoke English\ntoo! Great location with all kinds of shops, theatres and cafes and easy\naccess to busses. We took a hop on &#47; hop off bus and saw all the\npopular sights of Paris fro here. About a 15 - 20 minute walk from Gare\nDu Nord train station or a \xe2\x82\xac12 cab ride. Felt very safe and comfortable\nand highly recommed staying here.\n	None	10.0
67	nl	des-coma-c-dies	3	Parijs	fr	James	STUDIO CITY, CA, Verenigde Staten	Gezin met oudere kinderen	\nThere are very few good options for a family of four, especially with\nteenagers-- but this is one. With most hotels, four guests required\nbooking two rooms, but Hotel Des Comedies has a great Family Duplex room\nwith a super comfortable Queen bed, and a loft with a double and a twin.\nPlus two bathrooms. It&#39;s clean, modern, and safe.. And a very\nreasonable price. A lovely British desk clerk&#47;concierge helped us\nstore our bags (as we arrived early for sightseeing.) This is a tiny\nhotel, but made our first trip to London easy and fun. While not the\nmost charming Paris neighborhood (it&#39;s very urban) it&#39;s actually\nvery charming and very safe nonetheless. Lots of restaurants nearby--\nbut the best of Paris will require a cab ride. All in all-- loved this\nhotel. Excellent for families.\n	None	10.0
95	nl	des-coma-c-dies	3	Parijs	fr	Jamie	Boston, Verenigde Staten	Jong stel	\nWe liked everything about the hotel. We got a free upgrade to a 3-person\nroom which was spacious and super quiet. It is centrally located and\nright near two Metro stations, so you could get anywhere in Paris\nquickly and easily. Staff was super-friendly.\n	None	10.0
97	nl	des-coma-c-dies	3	Parijs	fr	Tanyatat	Bangkok, Thailand	Gezin met oudere kinderen	\nNice facilities and nice staffs. My room is duplex room. There are 1 bathroom and 1 toilet. It&#39;s very good for us (5-people). Very clean, they clean every day. Unlimited free-wifi with high-speed. Cable TV is also good with HD picture. It located in the center of paris. Not too far to louvre and shopping area. It&#39;s also value for money.\n	\nActually nothing. Anyway, if there is hot-pot in the room, it will be perfect.\n	10.0
102	nl	des-coma-c-dies	3	Parijs	fr	Jeremy	Bury, Verenigd Koninkrijk	Gezin met oudere kinderen	\nThe staff were very helpful, the rooms clean, airy and comfortable. The\nhotel is situated very near to the Metro, which makes getting around\nParis very easy.\n	\nSmall details: the shower could do with a service, the head is a\nbit loose. Coffee &#47; tea facilities in the room like uk hotels\nwould be nice.\n	10.0
106	nl	des-coma-c-dies	3	Parijs	fr	Rachel	Edinburgh, Verenigd Koninkrijk	Vriendengroep	\nrecently renovated, clean and stylish\ralso central to gare du nord but not in the horrible bit. close to restaurants, opera and easy to get to and away from.\rstaff were very helpful.\n	None	10.0
113	nl	des-coma-c-dies	3	Parijs	fr	Benjamin	Chatham, Verenigd Koninkrijk	Gezin met oudere kinderen	\nExcellent location between the Gare Du Nord and the city centre and the Tourist bus goes from very close by. Facilities were great, and was clean and tidy. The breakfast is certainly worth the 13Euro and a great selection.\n	None	10.0
118	nl	des-coma-c-dies	3	Parijs	fr	Valda	Wolverhampton, Verenigd Koninkrijk	Gezin met oudere kinderen	\nLocation\n	\nThe noise from the workmen was so loud. The receptionist gave us the\nwrong key so we ended up in someone elses room and when we asked about\nthe stuff in the room, she told us that the people staying in for a late\ncheck out so we will need to wait until they will come back from the\ncity. And after 15 min she came back and told us that she mixed the\nrooms!!! It does not feel a secure place to stay at all!\n	4.6
125	nl	des-coma-c-dies	3	Parijs	fr	Victoria	Lafitte-sur-Lot, Frankrijk	Individuele reiziger	\nThe welcome, the helpfulness and the very lovely room - as always in\nParis, small, but with everything that was required and all in\nimmaculate condition The breakfast was excellent value for money for\nParis\n	None	10.0
140	nl	des-coma-c-dies	3	Parijs	fr	Bernhard	Feldkirchen, Duitsland	Jong stel	\nPicturesque hotel, friendly staff, very nice room. Ten or fifteen minutes from Gare du Est or Gare du Nord if you prefer walking, one or two minutes to the metro. We had a great time.\n	None	10.0
141	nl	des-coma-c-dies	3	Parijs	fr	Claudio	Rome, Itali\xc3\xab	Gezin met oudere kinderen	\nExcellent staying from the first minute we went to the reception ...\rCourtesy of the staff and the cleanliness and atmosphere of the renewed hotel made oure permanence very relaxed despite the bad weather.\rI strongly suggest the lovely and comfortable 6th floor attic quadruple room!!\n	None	10.0
142	nl	des-coma-c-dies	3	Parijs	fr	Kelly	Sevenoaks, Verenigd Koninkrijk	Individuele reiziger	\nRecently renovated, very chic, spotlessly clean, lovely staff, fabulous buffet breakfast and an excellent location - 15 minute walk from Galleries Lafayette and a 2 min safe walk from Bonnes Nouvelles metro station. Plenty of cafes, restaurants, pubs and shops in the vicinity. Can&#39;t fault this place. Will definitely return.\n	\nFaultless\n	10.0
149	nl	des-coma-c-dies	3	Parijs	fr	Emma	London, Verenigd Koninkrijk	Vriendengroep	\nThe staff were well versed in French and English and quite possibly many\nother languages. The staff were friendly and there was always someone\navailable. The Buffet breakfast was worth every cent. The rooms were\nincredibly comfortable and modern, bordering on luxury. We were in the\nattic so it was very quiet for us but the street in general seemed\npretty quiet. Located very near to Metro lines 4,8 and 9 so it was very\neasy to get about. Would definitely stay here again.\n	None	10.0
157	nl	des-coma-c-dies	3	Parijs	fr	Linda	PORT FRANKLIN, Australi\xc3\xab	Ouder stel	\nOur holiday was very busy as we took in as many sites as we could in just four days in beautiful Paris. To return  to a beautiful comfortable bed and room each night was amazing. Your staff were always helpful and friendly to us and we would recomend your Hotel to anyone.\n	None	10.0
161	nl	des-coma-c-dies	3	Parijs	fr	Cecilia	Limerick, Ierland	Ouder stel	\nI spent four nights with two friends  in Hotel des Comedies.We have visited Paris on several occasions staying at different Hotels none of which came near to the high standard of this hotel.Excellent location and the hotel is run to the highest standards.Really great vavue for money more like a four star than three. The reception staff could not have been more helpful.They had excellent English. the dedor was bright and artistic and everywhere was spotless.Great restaurents and shopping nearby.I will be very happy to recommend this hotel to my friends and will certainly be back.Forgot to mention our room was big!!\n	None	10.0
172	nl	des-coma-c-dies	3	Parijs	fr	Stuart	Cambridge, Nieuw-Zeeland	Ouder stel	\nThe Hotel was comfortable very convenient to the train or walking to the\nmain attractions. The hotel had recentley been refurbished and was very\ntasfully decorated. The staff were excelent so helpfull.The receptionist\nwas English and could direct me to the store to purchace the fabric I\nhad come to Paris to get whilst on holiday. They really couldnt have\nbeen nicer I would highley recomend this hotel to anyone it is\nwonderfull.\n	None	10.0
182	nl	des-coma-c-dies	3	Parijs	fr	Laura	Letchworth, Verenigd Koninkrijk	Vriendengroep	\nStylish, clean hotel with friendly and helpful staff. They were happy to\nstore our bags while we explored the city, they phoned a restaurant on\nour behalf to book a table for later that evening and let us borrow a\ntravel adaptor because we forgot ours. Room was very clean and a good\nsize (for paris) .\n	\nOnly down side is the one small lift, we were staying on the 5th floor.\n	10.0
192	nl	des-coma-c-dies	3	Parijs	fr	Kathrina	Long Island City, Verenigde Staten	Vriendengroep	\nAs you walk in, you are greeted with warmth and pleasure. The lady at the counter accommodated us, even if we arrived earlier than the check-in time. We were given complimentary coffee, which we enjoyed, while we waited 15mins for our room to be ready. The room was spacious and clean. We had a wonderful stay. Merci!\n	\nThe leaky faucet and shower head.\n	10.0
196	nl	des-coma-c-dies	3	Parijs	fr	Watkins	Veldhoven, Nederland	Ouder stel	\nThe staff was very helpful, pointing us in the right direction, how to use the Metro, best way to get to various attractions we wanted to see, etc.\n	\nNothing.  Everything was great.\n	10.0
198	nl	des-coma-c-dies	3	Parijs	fr	Robert	Discovery bay, Hong Kong	Ouder stel	\nWe have visited Paris four times previously, staying at different hotels\neach time. After trailing Internet sites we came across this gem of a\nhotel. The staff couldn&#39;t do enough to help with any of our requests.\nThe location is perfect; close to restaurants, bars and shops.All in all\na superb choice. It was our first time at the hotel but certainly won&#39;t\nbe the last!\n	None	10.0
199	nl	des-coma-c-dies	3	Parijs	fr	Charles	Brentwood, Verenigde Staten	Gezin met jonge kinderen	\nThe staff were all very helpful. Breakfast was very good, they made us\nscrambled eggs every morning. The location is great with the Metro less\nthan 100 yards away and many restaurants around. We had the large family\nroom with 2 double beds and a twin bed.\n	None	10.0
202	nl	des-coma-c-dies	3	Parijs	fr	Ann	Forest Hills, Verenigde Staten	Individuele reiziger	\nHotel des Comedies was a great place for my four day solo trip to Paris.\nI had a double room that overlooked the interior court. Plenty of light,\nvery quiet. The staff is incredibly welcoming and helpful-I cannot\noveremphasize this. They spoke very good English and always went out of\ntheir way to get me whatever information I needed. I enjoyed the\nbreakfast in the beautiful breakfast room. Extremely clean and great\nlocation with two Metro stops less than a block away. Also a small\ngrocery store across the street made it easy to keep drinks and snacks\nin the room.\nIt was a great place and I will go back next time I travel to Paris.\n	\nTwo issues with the room: it was small with hardly any closet space.\nThe second quibble is that the bathroom door hit the towel warmer when opening it.  It functioned fine, but was a little annoying.\n	10.0
203	nl	des-coma-c-dies	3	Parijs	fr	Colin	Cuckfield, West Sussex, Verenigd Koninkrijk	Ouder stel	\nI am sure that these questionnaires focus us on the odd things - or\nsometimes several things - that could be better in hotels. In the case\nof the H\xc3\xb4tel des Com\xc3\xa9dies I think anyone would need to be a very sad\nperson not to find this hotel quite outstanding in every respect - a\nrare if not unique accolade. Newly refurished in early 2012 the\nattention to detail whether it be the building, the services, the\nfantastic breakfast (+13 euros) or the staff is awesome. I am slightly\nreluctant to share all this because I want to treat this as my future\nParis visits base and I don&#39;t want everyone knowing about it! But praise\nis due and praise must be given to the owners and staff and everyone\ninvolved. It is nothing less than a triumph.\n	None	10.0
209	nl	des-coma-c-dies	3	Parijs	fr	Walter	Sydney, Australi\xc3\xab	Gezin met oudere kinderen	\nEverything! Beautiful decoration, staff is very friendly and helpful. it is very close to the hop on hop off bus and metro station. Also very close to a lot of typical Parisien cafes. Rooms are very confortable. Breakfast is plenty and staff very keen to please you. I can say was the best hotel we stayed on our trip to Europe.\n	None	10.0
213	nl	des-coma-c-dies	3	Parijs	fr	Gabriela	Oakland, CA, Verenigde Staten	Vriendengroep	\nHotel des Comedies was an excellent hotel for many reasons. It was\nperfectly located right off the metro, and very close to major\nlandmarks. It was also surrounded by great cafes which made for easy\ndining choices.\nThe room itself was also excellent. The bathroom was huge, the beds were comfy, and there was free wifi in the room. \rFinally, the staff was great! Everyone was really friendly and very helpful. Many spoke several languages and were happy to help us in booking tours and getting tickets to events, such as the Moulin Rouge. Overall, this hotel was outstanding. I would definitely stay with them again!\n	None	10.0
214	nl	des-coma-c-dies	3	Parijs	fr	Pete	Birmingham, Verenigd Koninkrijk	Gezin met oudere kinderen	\nWe wanted a room for a family of 5. The &#39;duplex&#39; room on their top floor\nwas perfect for us. It has a clean, fresh decor, following their theatre\ntheme. The specification surpassed its 3* billing, it was very\ncomfortable and quiet. The metro is about 100m away and the Paris sight-\nseeing buses stop nearby too on the Blvd of shops and cafes just around\nthe corner. We would certainly recommend Hotel des Comedies, and as they\nsay in the theatre, this is the next big thing.\n	None	10.0
221	nl	des-coma-c-dies	3	Parijs	fr	Revital	rosh haayin, Isra\xc3\xabl	Gezin met oudere kinderen	\nThe location is great!!! Near metro station, lots of restaurants\nnearby, The staff is very helpful and friendly. The hotel is well\ndesigned, clean and comfortable. I would stay like to there on my next\nvisit to Paris.\n	None	10.0
235	nl	des-coma-c-dies	3	Parijs	fr	Debbie	Oviedo, Verenigde Staten	Gezin met oudere kinderen	\nThe Hotel des Comedies was a wonderful surprise! The staff was superb\nand very accommodating. The room was large compared to European\nstandards with a large bathroom. It was located less than a 5 minute\nwalk to two Metro stations with connections throughout the city. We\nwould definitely return to this hotel!\n	None	10.0
240	nl	des-coma-c-dies	3	Parijs	fr	Kimberley	Tolleshunt Major, Verenigd Koninkrijk	Individuele reiziger	\nVery clean. Nice location to metro and very helpful staff.\n	\nUnable to leave windows open at night as on the ground floor. Windows\ndidnt lockin slightly open position so had aircon running all night. Its\njust I am not used to the drynes of airconditioning. Very minor\ndislike....\n	10.0
241	nl	des-coma-c-dies	3	Parijs	fr	Karen	Elanora Queensland, Australi\xc3\xab	Ouder stel	\nAmazingly friendly and helpful staff from the moment we entered the door\nof this Paris oasis.\nRooms beautifully and recently renovated with little touches like bathroom mirrors perfectly located toads to theoverallpositive experience.\n	\nNothing negative about this lovely boutique hotel\n	10.0
244	nl	des-coma-c-dies	3	Parijs	fr	Siobhan	clonmel, Ierland	Vriendengroep	\nSpotless hotel,very bright and welcoming. Reception staff couldnt be\nnicer. The hotel is very close to 2 metro stations,literally 300 metres\nfrom bonne nouvelle metro.lots of restaurants&#47;bars nearby.very safe\narea. Excellent to get to all the sites on metro.stayed in some other\nhotels in paris and they were dumps but this one definitely ticks all\nthe boxes. Have recommended it to friends and I will definitely stay\nthere again.\n	None	10.0
290	nl	des-coma-c-dies	3	Parijs	fr	Nicole	Ste-Adele, Canada	Individuele reiziger	\nL&#39;h\xc3\xb4tel est tr\xc3\xa8s bien situ\xc3\xa9, \xc3\xa0 15 minutes de marche de la Gare du nord et 15 minutes de marche de l&#39;Op\xc3\xa9ra. Excellent petit d\xc3\xa9jeuner, chambre petite mais tout confort.  Joli h\xc3\xb4tel  et tr\xc3\xa8s propre. Personnel accueillant.  J&#39;y retournerai certainement.\n	None	10.0
298	nl	des-coma-c-dies	3	Parijs	fr	Leandro	porto alegre, Brazili\xc3\xab	Individuele reiziger	\nStaff muito prestativo e gentil. Falam ingles muito bem o que tambem ajuda. Cama muito boa e limpeza idem. A localizacao \xc3\xa9 otima. Fui a pe para diversos pontos da cidade incluindo 15 min ate galerias laffayete para compra, senao o metro esta na esquina.\n	\nChuveiro apesar de muito bom nao tem box entao molha o banheiro. Tv praticamente so tem poucos canais quase todos em frances ou noticias em\rIngles.\n	10.0
340	nl	des-coma-c-dies	3	Parijs	fr	Alain	DANNE ET 4 VENTS, Frankrijk	Gezin met oudere kinderen	\nLe personnel est tr\xc3\xa8s sympathique et serviable. L&#39;h\xc3\xb4tel est propre et la d\xc3\xa9co tr\xc3\xa8s agr\xc3\xa9able. Salle de bain spacieuse. Parkings publics \xc3\xa0 proximit\xc3\xa9. L&#39;H\xc3\xb4tel se situe non loin des salles de spectacles, th\xc3\xa9\xc3\xa2tres, resto et shopping. A 10 mn en voiture des Champs Elys\xc3\xa9es et de la rue de Rivoli. Emplacement id\xc3\xa9al!\n	\nRien.\n	10.0
352	nl	des-coma-c-dies	3	Parijs	fr	Monique	St-hubert, Belgi\xc3\xab	Vriendengroep	\nTout nous a bien plu : nous \xc3\xa9tions 3 personnes de plus de 50 ans dans\nune chambre triple sup\xc3\xa9rieure avec une salle de bain de bonne\ntaille(pour Paris), literie tr\xc3\xa8s confortable, possibilit\xc3\xa9 de se faire\ndes boissons chaudes en chambre, tr\xc3\xa8s propre et surtout un excellent\npetit d\xc3\xa9jeuner avec des produits frais; personnel accueillant, h\xc3\xb4tel\ntr\xc3\xa8s bien situ\xc3\xa9 pour les transports et calme malgr\xc3\xa9 sa proximit\xc3\xa9 avec\nles grands boulevards; j&#39;y retournerai si possible \xc3\xa0 mon prochain\ns\xc3\xa9jour \xc3\xa0 Paris.\n	None	10.0
